id,trigger,conditions,script,text,options,notes
kpPlanetkiller,KPFindGifts,"!$kpTriedPK
PlayerHasCargo planetkiller
$kpNumGifts < 5
$kpNumGifts++",,,kpPlanetkiller:도메인 시대의 행성킬러,
kpPlanetkillerSel,DialogOptionSelected,$option == kpPlanetkiller,"$kpTriedPK = true
SetEnabled kpPlanetkiller false","사이도니아는 불확실한 표정으로 칸타를 힐끗 본 다음 다시 당신에게 돌아옵니다. 그의 입이 열리고 갈리고 욱신거리는 소리가 들립니다. 더 크게 만들어집니다. 웃음.
 
칸타가 서서 웃고 있다. 그런 다음 중지합니다. 검은 눈이 당신에게 고정되었습니다. Cydonia와 법원은 그녀의 변덕스러운 판결을 기다리며 조용하게 얼어붙었습니다. ""그러나 포식자의 무기는 테라스사이드가 아니다. 지켜라. 그리고 죽음을 꿈꾸는 작은 남자들에게 페르세우스의 팔 끝까지 쫓기라."" 불평.",,
kpPristineForge,KPFindGifts,"PlayerHasCargo pristine_nanoforge
$kpNumGifts < 5
$kpNumGifts++",,,"kpPristineForge:청정 도메인 시대의 나노포지, 진정한 희귀품",
kpPristineForgeSel,DialogOptionSelected,$option == kpPristineForge,,"""난... 난, 그래, 그래."" Cydonia는 당신이 그의 데이터 패드에 전송한 사양을 애무합니다. 그는 칸타의 왕좌를 둘러싼 암울한 토템 주위를 신나게 돌아다니며 그녀에게 화면을 보여줍니다. 그녀의 관심은 잠시 동안 레이저에 집중되었습니다. 그녀의 해적 궁정은 중얼거리고 속삭인다.
 
마침내, 사이버네틱스로 강화된 힘을 지닌 칸타의 장갑을 낀 손이 이슬 맺힌 눈의 랩독처럼 사이도니아를 밀어낸다. 그는 플랫폼에서 거의 쓰러졌지만 간신히 균형을 회복했습니다.
 
Kanta는 그녀의 선언을 기대하면서 합성 목소리의 윙윙거림이 커지고 원시적인 윙윙거리는 소리와 함께 서 있습니다.",kpPristineForge2:계속,
kpPristineForgeSel2,DialogOptionSelected,$option == kpPristineForge2,"AddRemoveAnyItem SPECIAL pristine_nanoforge -1
$player.gavePristineNanoforgeToKanta = true
KantaCMD gavePristineNanoforge 60","""가치 있는 선물이군요."" 그녀의 목소리가 폭발적입니다. ""도메인 힘의 심장 - 죽은 거인의 가슴에서 찢겨나온 심장이 이제 나를 위해 뛰게 될 것입니다."" 그녀의 말이 방의 금속 패널에 고통스럽게 울려 퍼졌습니다. 
 
""훌륭한 이빨이 자랄 것입니다! 페르세우스 섹터는 전쟁군주에 대한 진정한 두려움을 다시 배우게 될 것입니다.""
 
법정에서는 환호가 터져나오고, 구르며 장화를 두드리는 혼돈이 구호로 변합니다. ""칸타, 칸타"". 그녀는 그들의 칭찬과 피의 욕망을 즐깁니다.",kpLeaveProt:계속,
kpKapteynHasForge,MarketPostOpen,"$market.id == station_kapteyn
$player.gavePristineNanoforgeToKanta score:1000
KantaCMD kapteynHasForge
!$market.printedForgeDesc","$market.printedForgeDesc = true 0
FireBest MarketPostOpen","오랫동안 버려져 있던 공장이 활기로 떠들썩해지고 새 건물이 들어서 반짝반짝 빛납니다. 신선한 선박 선체가 조립되고, 날카로운 갈비뼈에 장갑판이 깔려 있으며, 전쟁 무기에 적합합니다. Kanta는 여기에 깨끗한 나노단조를 설치했고 그녀의 가족은 그것을 활용하고 있습니다.",,
kpFusionLamp,KPFindGifts,"PlayerHasCargo orbital_fusion_lamp
$kpNumGifts < 5
$kpNumGifts++",,,kpFusionLamp:궤도 핵융합 램프,
kpFusionLampSel,DialogOptionSelected,$option == kpFusionLamp,"AddRemoveAnyItem SPECIAL orbital_fusion_lamp -1
KantaCMD installFusionLamp","""뭐,"" Cydonia의 입술이 비웃음을 지었습니다. ""강력한 군벌이 어떻게 하시겠습니까?"" 
 
큰 딸깍거리는 소리가 들리더니 모두 돌아서서 Kanta가 트로피와 튜브를 끌고 서 있는 것을 발견했습니다. ""우리는 받아들입니다."" 그녀의 보코더가 외치는 비인간적인 목소리. ""내가 처리하고 싶은 포로들을 진공과 불이 맞이할 것입니다.""
 
궁정의 해적들은 이에 환호하며 발을 구르며 무기 스톡을 갑판 판에 들이받습니다.",kpLeaveProt:계속,
#kpShield,KPFindGifts,"KantaCMD findShieldBlueprint
$kpNumGifts < 5
$kpNumGifts++",,,kpShield:$foundIndustryName,
#kpShieldSel,DialogOptionSelected,$option == kpShield,"AddRemoveAnyItem SPECIAL industry_bp $foundIndustryId -1
KantaCMD buildPlanetaryShield",TODO 칸타의 굴 주변의 비주얼을 보여주도록 하는 것이 가능/괜찮아 보일지 궁금합니다. 그것을 조사해야 할 것입니다. 아 - 이상하게도 *행성* 보호막이 작동하려면 행성이 필요합니다. 역에는 가지 마세요. -오전,kpLeaveProt:계속,
kpShipBP,KPFindGifts,"KantaCMD findShipBlueprint
$kpNumGifts < 5
$kpNumGifts++",,,kpShipBP:$foundShipBPName,
kpShipBPSel,DialogOptionSelected,$option == kpShipBP,,"Cydonia는 창백한 손가락으로 디스플레이를 쓰다듬으며 데이터 패드의 청사진 사양을 검사합니다. ""흠, 음, 네.""
 
그는 해적 여왕에게 당신의 제물을 보여주기 위해 뒤틀린 손 무기와 병적인 토템의 잔해를 피하면서 칸타의 왕좌를 뛰어올랐습니다.
 
칸타의 사이버네틱 얼굴 마스크가 시선을 돌리고, 그러나 순간 그녀의 건틀렛 팔이 윙윙거리며 성가신 애완동물처럼 시도니아를 밀어냅니다.",kpShipBP2:계속,
kpShipBPSel2,DialogOptionSelected,$option == kpShipBP2,"AddRemoveAnyItem SPECIAL ship_bp $foundShipBPId -1
KantaCMD learnShipBP $foundShipBPId 90","그녀는 서보의 굉음과 함께 서서 Cydonia를 플랫폼에서 떨어뜨립니다. 기적적으로 그는 칸타의 왕좌 바닥에 장식된 들쭉날쭉한 상품에 찔리지 않았습니다.
 
""우리는 받아들입니다."" 그녀는 합성 궤도 타격과 같은 목소리로 쿵쿵거리며 건틀릿을 쥔 주먹을 들어올립니다.
 
""이것을 설치하세요. 우리 사냥꾼들을 위한 새로운 검, 섹터는 풍성하고 깊은 피를 흘리게 될 것입니다!""
 
해적 궁정은 부츠와 무기로 데크플레이트를 두드리며 환호합니다.",kpLeaveProt:계속,
kpContact,KPFindGifts,"KantaCMD findContactToBetray
$kpNumGifts < 5
$kpNumGifts++",,,"kpContact:$foundContactName, $foundContactFaction $foundContactPost 및 신뢰할 수 있는 연락처에 대한 정보 손상",
kpContactSel,DialogOptionSelected,$option == kpContact,,"시도니아는 당신이 칸타의 의지에 따라 접촉을 배신하겠다는 의지를 선언하자 연극적으로 눈을 굴립니다. ""쓸데없는 것-"" 그가 말을 시작합니다.
 
파괴적인 충전 주기에 갇힌 오작동하는 쉴드 커패시터의 소리처럼 리드미컬한 쿵쿵거리는 소리가 그를 압도합니다. 당신은 칸타가 웃고 있다는 것을 깨닫고 그 위험에 대한 본능적인 반응을 억제합니다. 시도니아는 창백한 손으로 귀를 막으며 움츠러듭니다.
 
죽어가는 메아리와 함께 그녀의 웃음이 멈춥니다.",kpContact2:계속,
kpContactSel2,DialogOptionSelected,$option == kpContact2,KantaCMD betrayContact,"그녀는 기계 악마의 목소리로 말합니다. ""의지 있는 배신자, 가장 유쾌한 사람. 가장 부드러운 무기가 가장 큰 고통을 초래할 수 있다는 것을 당신은 이해합니다."" 우리에게 이런 기쁨을 가져다 줄 것입니다.""",kpLeaveProt:계속,
kpFavor,KPFindGifts,$kpNumGifts > 0,"SetStoryOption kpGiftFavor general ""Kanta에게 그녀의 보호를 대가로 선택하는 것에 대한 호의를 제안했다""",,"1000:kpGiftFavor:그녀가 선택한 것에 대한 호의는 미래에 언제든지",
kpFavorSel,DialogOptionSelected,$option == kpGiftFavor,KantaCMD oweKantaAFavor,"시도니아는 당신의 선언에 짜증스럽게 눈살을 찌푸립니다.
 
""부탁이요?"" ""나의 막강한 여왕님이 a-의 미약한 약속을 보호해 주셨습니다."" 
 
금속성 붐과 과충전된 증폭의 전기적 윙윙거리는 소리가 Cydonia의 조롱을 삼켜버렸습니다. 칸타의 목소리는 천둥과도 같으며 법정의 장갑 벽 패널에 울려퍼집니다. 
 
""우리는 동의합니다.""
 
 그 간단한 말과 함께 그녀는 앉습니다. 그녀의 얼굴, 어두운 마스크는 당신이 식별할 수 있는 표정이 없습니다. 하지만 그녀는 자신의 껍질 속 어딘가에서 혼자 웃고 있을지도 모릅니다.",kpLeaveProt:계속,
kpGiftsLeave,KPFindGifts,,,,"1001:kpLeave:""나는 해적 여왕에게 어떤 선물이 적합한지 생각해 보기 위해 휴가를 낼 것이다.""",
kpGiftsLeaveSel,DialogOptionSelected,$option == kpLeave,,"당신은 법정 중앙에서 뒤로 물러나 화려한 스포트라이트를 받는 시간이 이제 끝났습니다.
 
칸타의 금속 몸체가 지뢰처럼 참을성 있게 왕좌 위에서 쉭쉭 소리를 냅니다. 사이도니아는 칸타의 판결을 기다리는 수감자와 청원자를 담당하는 해적 상사와 대화하기 위해 서둘러 나갑니다.",kpLeave2:떠난다,
kpGiftsLeave2Sel,DialogOptionSelected,$option == kpLeave2,"unset $market.kpAudience
EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions","당신이 떠날 때 법원은 웅성 거리며 당신과 서로를 향한 호출, 조롱 및 훈계를합니다. 
 
칸타의 굴 복도에있는 해적들은 당신이 지나가는 것을 빛나고 투덜 거리며, 미래의 기회에 비밀스런 피를 흘리며 눈을 떴습니다.",,
kpGiftsLeaveGotProtSel,DialogOptionSelected,$option == kpLeaveProt,KantaCMD gainProtection,"당신은 법정 중앙에서 물러납니다. 칸타의 금속 몸체가 왕좌에 앉아 지뢰처럼 인내심을 갖고 쉭쉭 소리를 냅니다. 사이도니아는 칸타의 판결을 기다리는 포로와 청원인을 담당하는 해적 하사와 대화하기 위해 서둘러 나갑니다.
 
해적들은 소리치고 환호하며, 그들의 거친 스타일과 급진적인 강화는 칸타의 궁정을 마계의 모습으로 보이게 합니다.",kpLeaveProt2:떠난다,
kpGiftsLeaveGotProt2Sel,DialogOptionSelected,$option == kpLeaveProt2,"unset $market.kpAudience
$player.kantaProtection = true
EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions","당신이 떠날 때 해적들은 당신을 부르며 당신의 손을 잡고 등을 때리며 윙크하며 이제 대용 형제처럼 인사합니다. 다른 사람들은 빛나고 투덜거리며, 미래의 기회에 비밀스런 피가 쏟아질 것이라고 약속하는 그들의 눈입니다.",,
,,,,,,
# A favor for Kanta - courier finds you,,,,,,
KantaFavorCourierHailButLost,KantaFavorCourierHail,"!$player.kantaProtection
$player.everHadKantaProtection","MakeOtherFleetImportant kantaFavorCourier false
unset $entity.genericHail","통신 규정이 해적이 사용하는 모든 것과 일치함에 따라 통신 링크가 깜박이고 멈췄다가 다시 시작됩니다.
 
해적 $rank가 나타납니다. 이미 잘난 척하는 모습입니다. ""$playerName 함장님. 나는 그녀의 무자비한 장군 칸타를 대신하여 왔습니다. 그녀의 많은 눈이 당신을 지켜보고 있다는 것을 당신이 알아주는 것이 그녀의 소원입니다.""
 
$HeOrShe는 이빨을 뾰족하게 드러내며 미소를 지었습니다. ""그게 다야.""","cutCommLink:""굉장해. 감사합니다.""",# Just in case.
KantaFavorCourierHail,KantaFavorCourierHail,"!KantaCMD alreadyDidFavor
!$global.affk_inProgress
BeginMission affk false
Call $global.affk_ref updateData","MakeOtherFleetImportant kantaFavorCourier false
unset $entity.genericHail","연결이 설정되면 통신 링크가 깜박입니다. 오류 코드는 오래된 규정 및 무단 수정으로 인해 깜박입니다.
 
팔짱을 끼고 해적 $rank가 나타납니다. ""$playerName 함장님. 강력하고 무자비한 장군 Kanta의 인사를 전합니다. 그녀는 당신의 경력을 지켜보고 있으며 그녀의 보호 계약에 따라 당신이 번영하고 있는 것을 기쁘게 생각합니다.""
 
이것은 당신이 체결한 계약에 관한 것임에 틀림없습니다. 칸타는 그녀를 보호하는 대가로 '호의'를 받습니다.","affkContinue:계속
affkContinueWant:""Kanta가 원하는것은?""
affkContinueSarcastic:""그래요? 감사하다고 전해주세요""",
KantaFavorCourierHailAlreadyDidFavor,KantaFavorCourierHail,KantaCMD alreadyDidFavor score:100,"MakeOtherFleetImportant kantaFavorCourier false
unset $entity.genericHail","통신 규정이 해적이 사용하는 모든 것과 일치함에 따라 통신 링크가 깜박이고 멈췄다가 다시 시작됩니다.
 
해적 $rank가 나타납니다. 이미 잘난 척하는 모습입니다. ""$playerName 함장님. 저는 그녀의 무자비한 장군 칸타를 대신하여 왔습니다. 그녀의 많은 눈이 당신을 지켜보고 있다는 것을 당신이 알기를 바라는 것이 그녀의 소원입니다.""
 
$HeOrShe는 이빨을 뾰족하게 드러내며 미소를 지었습니다. ""그게 다야.""","cutCommLink:""굉장해. 감사합니다.""",
KantaFavorCourierHail2a,DialogOptionSelected,$option == affkContinueSarcastic,"$player.ethosSarcastic++
$option = affkContinue
FireBest DialogOptionSelected","해적은 날카로운 이빨을 드러내며 가늘고 조롱하는 미소를 지으며 ""아니요, 그건 '그것'이 아닙니다, 함장님.""이라고 말합니다.",,
KantaFavorCourierHail2b,DialogOptionSelected,$option == affkContinueWant,"$option = affkContinue
FireBest DialogOptionSelected",해적은 날카로운 이빨을 드러내며 가늘고 조롱하는 미소를 짓습니다.,,
KantaFavorCourierHail2,DialogOptionSelected,$option == affkContinue,"Call $global.affk_ref showMap ""타겟: $affk_marketName""","$heOrShe는 ""$affk_marketName의 군사 기지에 있는 낡은 데이터 패드를 바라보며 ""칸타 장군께서 당신에게 전술적 포격을 가하길 바라십니다. 이는 칸타를 건너는 자는 그녀의 손길에서 벗어날 수 없다는 것을 증명할 것입니다!""라고 말했습니다.","affkAcceptA:""좋아요. 제가 할게요"" (수락)
affkAcceptB:""장군의 뜻을 이루게 되어 기쁩니다"" (수락)
affkDeclineA:""아니요, 대안이 있어야 합니다"" (거절)
affkDeclineB:""미쳤어요? $affk_marketName 을 폭격했다고요? 자살행위에요"" (거절)",
affkDeclineSelA,DialogOptionSelected,$option == affkDeclineA,"$option = affkDecline
FireBest DialogOptionSelected","해적은 걱정스러운 표정을 짓는데, 아마도 거짓일 것입니다. ""이건 협상이 아닙니다, 함장님. 전쟁군주가 피와 파멸을 요구하니 당신이 제공하십시오.""
 
""그것은 $affk_marketName에서 온 것이거나 당신에게서 온 것입니다."" $heOrShe는 아무렇지도 않게 $hisOrHer 데이터패드를 떨어뜨립니다. ""선택은 당신의 것입니다.""",,
affkDeclineSelB,DialogOptionSelected,$option == affkDeclineB,"$option = affkDecline
FireBest DialogOptionSelected","해적은 재미있어 보인다. ""그런 건 없어요."" $heOrShe는 차분한 척 어깨를 으쓱했습니다. 
 
""칸타가 요구하는 것은 칸타가 얻습니다. 우리의 선택은 그녀의 분노를 방해할지 여부입니다. 무엇을 증명하기 위해? 그것은 아무것도 증명하지 않습니다. 이것이 페르세안 섹터의 방식입니다, 함장님.""
 
""그래서, "" $heOrShe가 $hisOrHer 제어 콘솔에서 짧은 리듬을 칩니다. ""자살이라고 생각한다면 칸타도 해군 세력과 마찬가지로 당신의 죽음을 제공할 수 있습니다. 선택하세요.""",,
affkDeclineSel,DialogOptionSelected,$option == affkDecline,,,"affkAccept:결국 미션을 수락합니다
affkDecline2:당신이 Kanta의 요구를 거절한다고 주장한다",
affkDeclineSel2,DialogOptionSelected,$option == affkDecline2,"AbortMission
KantaCMD loseProtection
KantaCMD abortFavor","""더 안타까운 일이군."" 해적은 차갑게 말하며 $그의 얼굴에 찢어진 선을 그었다. 헌신적이고 전문적인 해적의 공통된 애정입니다.",cutCommLinkNoText:통신 링크 종료,
affkAcceptSelA,DialogOptionSelected,$option == affkAcceptA,"$option = affkAccept
FireBest DialogOptionSelected","""물론 그럴 것입니다."" $heOrShe가 말합니다. ""칸타가 피를 요구하면 그녀는 피를 갖게 될 것이기 때문입니다. 어떤 식으로든 말이죠.""",,
affkAcceptSelB,DialogOptionSelected,$option == affkAcceptB,"$option = affkAccept
FireBest DialogOptionSelected","$heOrShe는 ""나는 확신합니다. 칸타 자신이 당신이 그녀를 위해 만들어낸 피와 파멸로 인해 가장 기뻐할 것입니다.""라고 말합니다.",,
affkAcceptSel,DialogOptionSelected,$option == affkAccept,AcceptMission,"Kanta의 하수인은 작업을 수행하기 위해 관련 데이터를 전송합니다. 유용한 전술 정보를 제공하지 않는 피상적인 탐색 항목, 빠른 훑어보기가 알려줍니다. 귀하의 접근 방식은 모두 귀하에게 달려 있습니다. 우선 응답기를 끈 상태에서 공격을 시작하는 것이 현명할 것입니다...
 
$HeOrShe는 $hisOrHer의 튀어나온 다이아몬드 송곳니를 드러내고 있습니다. 특정 군중 사이에서 멋진 모습을 보일 것이 분명합니다. $heOrShe는 ""즐거운 시간을 보내세요""라고 말한 다음 링크를 끊습니다.",cutCommLinkNoText:통신 링크 종료,
KantaFavorCourierHailFailed,KantaFavorCourierHail,,"MakeOtherFleetImportant kantaFavorCourier false
unset $entity.genericHail
KantaCMD abortFavor","연결이 설정되면 통신 링크가 깜박입니다. 일부 오류 코드는 오래된 규정 및 무단 수정에 대한 내용으로 깜박입니다.
 
팔짱을 끼고 해적 $rank가 나타납니다. ""$playerName 함장님. 칸타 장군님의 인사를 전합니다. 그녀는 당신의 경력을 지켜보고 있으며 그녀의 보호 계약에 따라 당신이 번영하고 있는 것을 기쁘게 생각합니다.""","affkFailContinueWant:""Kanta가 원하는게 뭐지?""
affkFailContinueSarcastic:""그래요? '감사하다'고 전해주세요.""",
KantaFavorCourierHailFailedA,DialogOptionSelected,$option == affkFailContinueWant,,"""아무것도 없어요."" $heOrShe가 말합니다. ""아직."" 
 
해적은 이빨이 날카로운 미소를 지으며 다이아몬드 송곳니를 번쩍인 후 통신이 중단되었습니다.",cutCommLinkNoText:통신 링크 종료,
KantaFavorCourierHailFailedB,DialogOptionSelected,$option == affkFailContinueSarcastic,,"""그렇습니다."" $heOrShe는 당신의 경솔한 말에 재미없게 말했습니다. ""감사해야 합니다. 당신은 피와 파멸에 대한 군벌 칸타의 갈증을 면했습니다. 지금은."" 
 
$HeOrShe는 ""그 갈증이 깨어날 때 그녀가 요구하는 것을 제공해줄 것입니다.""라고 말했습니다. 해적은 이빨이 날카로운 미소를 지으며 다이아몬드 송곳니를 번쩍이며 ""이런저런 방법으로""라고 말했습니다. 
 
$HeOrShe가 통신이 중단되었습니다.",cutCommLinkNoText:통신 링크 종료,
affkBombardmentFinished,DialogOptionSelected,"$market.affk_bombardedColony score:1000
$option == mktBombardResult","unset $market.affk_bombardedColony 
$market.affk_completed = true 0
Call $global.affk_ref updateStage",$marketName 은 죽은 표적을 나타내는 빈 아이콘으로 교량 전술 디스플레이를 채웁니다. 마지막 것이 깜박입니다. 그녀가 더 이상 그런 감정을 가질 수 있다면 장군 칸타는 기뻐할 것입니다. Holomatrix Snows는 항해 개요를 재구성하고 $shipOrFleet 보유 스테이션을 중앙에 배치합니다.,mktBombardResult:계속,# finished tactical bombardment (for Kanta)
,,,,,,
"# talking to pirate station king, making a deal re: hostile pirate activity at your colonies",,,,,,
pirateStationKingGreeting,PickGreeting,"$pirateBaseCommander score:1000
!$playerHasDealWithPirateBaseCommander
HA_CMD baseInvolved",,"통신이 깜박거리고 뱉어지더니 $post.
 
""글쎄, 글쎄, 글쎄,"" $heOrShe가 느릿느릿 웃는 이미지로 바뀌었습니다. ""내 초라한 전초 기지에 독립 소유주가 찾아왔습니다. 무엇을 위해서요?"" $HeOrShe는 ""여기 위험하다고 들었는데""라며 당황한 표정을 지었다.","psk_discussBusiness:""우리는 논의할 '사업'이 있습니다.""
cutCommLink:통신 링크 종료",
pirateSKGreetingUntrusted,PickGreeting,"$pirateBaseCommander score:1000
!$playerHasDealWithPirateBaseCommander
$player.untrustworthy > 0
$player.untrustworthy <= 2
HA_CMD baseInvolved",,"통신이 깜박거리고 침을 흘리며 $post.
 
의 찌푸린 이미지로 바뀌었습니다. ""먹이가 내 앞으로 기어다닙니다."" $heOrShe가 노려보며 말합니다. ""왜 우리는 그것이 말하는 것을 믿어야 합니까?""","psk_discussBusiness:""우리는 의논할 사업이 있습니다.""
cutCommLink:통신 링크 종료",
pirateSKGreetingUntrustedBad,PickGreeting,"$pirateBaseCommander score:1000
!$playerHasDealWithPirateBaseCommander
$player.untrustworthy > 2
HA_CMD baseInvolved","SetStoryOption psk_discussBusinessStory 1 makeDealWithPirateBase ui_char_spent_story_point ""해적 기지 지휘관과 보호 협정을 맺었습니다""","통신이 깜박거리고 침을 흘리며 $post.
 
""너 좀 봐, 먹이야. 우리의 함정에서 탈출하려고 몸부림치고 거짓말하고 속이고 있어.""
 
""우리가 피를 흘리게 할 거야,"" $heOrShe가 쉿쉿거리고 있습니다. .","psk_discussBusinessStory:""사업에 대해 논의하고 싶습니다.""
cutCommLink:통신 링크 종료",
pirateStationKingBusinessSel,DialogOptionSelected,$option == psk_discussBusiness,"Highlight ""총수입의 10%""
FireAll PirateStationKingBizOptions","""그렇습니다. 그렇습니다. 문명화하기로 결정하셨다니 다행입니다."" 해적은 만족스러운 미소를 지었습니다.
 
""프린지는 위험해요!"" $heOrShe는 설명합니다. ""그리고 내 백성은 굶주리고 있습니다. 나는 당신이 나에게 당신의 식민지 총수입의 10%를 제공할 것을 제안합니다. 나는 내 동포들이 당신의 무역로를 보호하고 유혹을 느낄 수 있는 절박한 약탈자들을 통제하는 것을 보게 될 것입니다. 꼭 필요한 보급품을 급습하기 위해.""","



",
pirateStationKingBusinessSelUntrusted,DialogOptionSelected,"$option == psk_discussBusiness
$player.untrustworthy > 0
$player.untrustworthy <= 2","Highlight ""총수입의 10%""
FireAll PirateStationKingBizOptions","""그래서 우리는 그렇습니다."" 해적은 웃지 않습니다. ""그래도. 당신은 '사업'이라고 말하지만 나는 바보가 아닙니다. 나는 당신의 배신에 대해 들었습니다. 나를 해적이라고 부르지만 나는 정직하게 털고 죽입니다."" ""나는 또한 관용적인 기분으로도 알려져 있습니다. 그래서 나는 당신에게 당신의 평판을 회복할 기회를 제공하겠습니다. 당신의 식민지에서 얻은 총 수입의 10%를 나에게 주십시오. 나의 동포들이 당신의 무역로를 보호하고 무역을 통제할 것입니다. 절실히 필요한 보급품을 찾아 급습하고 싶은 충동을 느낄 수도 있는 절박한 잔해수집가들입니다.""
 
$HeOrShe는 화해하는 미소를 지었습니다.",,
pirateStationKingBusinessSelUntrustedBad,DialogOptionSelected,"$option == psk_discussBusiness
$player.untrustworthy > 2 score:100","SetStoryOption psk_acceptStory 1 makeDealWithPirateBase ui_char_spent_story_point ""해적 기지 지휘관과 보호 협정을 맺었습니다""","""사업? 당신은 거짓말쟁이입니다, 함장님. 제 등을 쏘셨다면 존경하겠습니다. 하지만 솔직하게 했을 경우에만 그렇습니다. 이거요?"" $HeOrShe는 당신의 이중성에 혐오감에 $hisOrHer 고개를 흔드는 것 같습니다.
 
""나는 당신의 다음 바보가 되지 않을 것입니다. 우리 사이에 할 수 있는 유일한 사업은 군함을 통해서 이루어질 것입니다.""","psk_acceptStory:""당신은 내 식민지 총 수입의 10%를 갖게 될 것이고 당신이 수락하는 이유를 말할 것입니다.""
psk_decline:""아무것도 아닙니다.""",
pirateStationKingBusinessSelEndedFaceToFace,DialogOptionSelected,"$option == psk_discussBusiness
$playerEndedDealFaceToFace score:10","SetStoryOption psk_acceptStory 1 makeDealWithPirateBase ui_char_spent_story_point ""해적 기지 지휘관과 보호 협정을 맺었습니다""","""이제 와요."" $heOrShe가 말합니다. ""나는 당신을 존경합니다... 우리의 이전, 아, 내 면전에서의 합의를 끝냈습니다. 당신은 겁쟁이가 아닙니다. 그 정도는 당신에게 줄 것입니다."" ""겁쟁이든 아니든 당신도 믿을 수 없습니다."" $HeOrShe는 $hisOrHer의 손을 펼쳐 사려 깊은 관리자 역할을 합니다. ""저에게는 돌봐야 할 사람들이 있습니다. 만약 내일 당신이 나에게 와서 우리 거래가 끝났다고 말한다면 어떻게 그렇게 할 수 있습니까? 그건 거래할 수 있는 방법이 아닙니다.""","psk_acceptStory:""당신은 내 식민지 총 수입의 10%를 갖게 될 것이고 당신이 수락하는 이유를 말할 것입니다.""
psk_decline:""아무것도 아닙니다.""",
pirateStationKingBizOptA,PirateStationKingBizOptions,,,,psk_decline:거래를 거절한다,
pirateStationKingBizOptB,PirateStationKingBizOptions,!$saidReasonable,,,"psk_businessTooMuchReasonable:""10%는 너무합니다. 합리적으로 하세요.""",
pirateStationKingBizOptC,PirateStationKingBizOptions,!$saidFleet,,,"psk_businessTooMuchFleet:""터무니없는 요구입니다! 당신이 앉아 있는 곳에서도 내 $shipOrFleet 의 힘을 느낄 수 있을 것입니다.""",
pirateStationKingBizOptCcheck,PirateStationKingBizOptions,$player.maxCombatHullSize < 4,"SetEnabled psk_businessTooMuchFleet false
SetTooltip psk_businessTooMuchFleet ""함대에 민간 주력함이 필요합니다""",,,
pirateStationKingBizOptD,PirateStationKingBizOptions,,,,psk_accept:거래를 수락,
pirateSKtooMuchReasonable,DialogOptionSelected,$option == psk_businessTooMuchReasonable,$saidReasonable = true 0,"""내 동포들이 그 이하도 받아들일까 두렵습니다. 내 입장에서는... 제공해야 합니다. 제공하지 않는 왕..."" 
 
그의 목소리에 정당한 걱정의 메모가 들어간 것 같습니다. $HeOrShe는 다시 잘난 척하는 미소를 지으며 이를 은폐하려 하지만 기껏해야 반쪽입니다.
 
""이제 자, 스스로 갱단의 왕으로서 - 뭐라고 부르든 간에 - 이해합니다. 우리는 모두입니다. 높은 곳에서 낮은 곳까지, 낮은 곳에서 높은 곳까지 큰 사슬로 얽어매었으니 약한 자는 강한 자에게 자기의 힘을 맹세해야 그들이 무너지지 아니하리라.""","psk_businessTooMuchReasonableA:""말도 안 되는 소리로 해적질을 정당화한다고요?""
psk_businessTooMuchReasonableB:""그러니까 당신은 나를 약하다고 말하는거죠""
psk_businessTooMuchReasonableC:""그러니까 당신은 나를 강하다고 말하는거죠""",
pirateSKtooMuchReasonableA,DialogOptionSelected,$option == psk_businessTooMuchReasonableA,FireAll PirateStationKingBizOptions,$HeOrShe는 어깨를 으쓱하며 미소를 흔들었습니다.,,
pirateSKtooMuchReasonableB,DialogOptionSelected,$option == psk_businessTooMuchReasonableB,"$option = psk_businessTooMuchReasonableC 0
FireBest DialogOptionSelected",,,
pirateSKtooMuchReasonableC,DialogOptionSelected,$option == psk_businessTooMuchReasonableC,FireAll PirateStationKingBizOptions,"""나, 음."" $HeOrShe는 $heOrShe가 $hisOrHer가 만든 함정에 빠졌다는 사실을 깨닫고는 헛기침을 합니다.
 
""그리고 어쩌면 동등한 사람들 사이에서도 각자는 자신이 가장 잘 할 수 있는 만큼 기여해야 합니다. 그렇지 않나요? 몇 크레딧 보호를 위해서는 공정한 거래입니다.""",,
pirateSKtooMuchFleet,DialogOptionSelected,$option == psk_businessTooMuchFleet,"$saidFleet = true 0
FireAll PirateStationKingBizOptions","$heOrShe는 ""정말 훌륭한 함대입니다.""라고 인정하며 잠시 박수를 보냈습니다. ""하지만 당신보다 더 큰 제국에서는 쓰레기를 치우기 위해 함대를 보냈죠, 그렇죠?""
 
$HeOrShe는 통신 인터페이스에 더 가까이 몸을 기울이고 미소는 사라졌습니다. ""내 말을 믿으세요, 함장님. 저는 이것이 전투에 나설 생각이 없습니다. 내 승무원들은... 그들은 기대를 가지고 있습니다. 내가 그들을 만나지 않으면 그들은 나를 에어록 밖으로 내쫓고 싸울 사람을 찾을 것입니다.""
 
$HeOrShe는 편안히 앉아있습니다. ""왕관은 무거워요."" $heOrShe가 침울하게 중얼거린다.",,
